id,Class,Family
ENSDARG00000115738,TF-cofactor,SWI/SNF
ENSDARG00000115748,TF-cofactor,Others
ENSDARG00000115783,TF-cofactor,Others
ENSDARG00000115801,TF-cofactor,Others
ENSDARG00000116019,TF-cofactor,Others
ENSDARG00000116058,TF-cofactor,Others
ENSDARG00000116200,TF-cofactor,Others
ENSDARG00000116251,TF-cofactor,Arginine methyltransferase
ENSDARG00000116309,TF-cofactor,Mediator complex
ENSDARG00000116458,TF-cofactor,Others
ENSDARG00000116462,TF-cofactor,Others
ENSDARG00000116491,TF-cofactor,Others
ENSDARG00000116694,TF-cofactor,Bromodomain
ENSDARG00000116835,TF-cofactor,Others
ENSDARG00000117083,TF-cofactor,Others
ENSDARG00000117094,TF-cofactor,Others
ENSDARG00000117136,TF-cofactor,Mediator complex
ENSDARG00000036567,Ligand,
ENSDARG00000057590,Ligand,
ENSDARG00000079068,Ligand,
ENSDARG00000089213,Ligand,
ENSDARG00000093093,Ligand,
ENSDARG00000062323,Ligand,
ENSDARG00000010070,Ligand,
ENSDARG00000004015,Ligand,
ENSDARG00000100086,Ligand,
ENSDARG00000015263,Ligand,
ENSDARG00000079388,Ligand,
ENSDARG00000069089,Ligand,
ENSDARG00000016412,Ligand,
ENSDARG00000069293,Ligand,
ENSDARG00000054755,Ligand,
ENSDARG00000014357,Ligand,
ENSDARG00000030364,Ligand,
ENSDARG00000053906,Ligand,
ENSDARG00000076787,Ligand,
ENSDARG00000100159,Ligand,
ENSDARG00000068369,Ligand,
ENSDARG00000044365,Ligand,
ENSDARG00000035859,Ligand,
ENSDARG00000026726,Ligand,
ENSDARG00000042780,Ligand,
ENSDARG00000060350,Ligand,
ENSDARG00000102004,Ligand,
ENSDARG00000104279,Ligand,
ENSDARG00000076853,Ligand,
ENSDARG00000016393,Ligand,
ENSDARG00000096252,Ligand,
ENSDARG00000077858,Ligand,
ENSDARG00000053136,Ligand,
ENSDARG00000099412,Ligand,
ENSDARG00000018817,Ligand,
ENSDARG00000002945,Ligand,
ENSDARG00000061769,Ligand,
ENSDARG00000037491,Ligand,
ENSDARG00000013409,Ligand,
ENSDARG00000060526,Ligand,
ENSDARG00000019995,Ligand,
ENSDARG00000101701,Ligand,
ENSDARG00000015686,Ligand,
ENSDARG00000063230,Ligand,
ENSDARG00000035677,Ligand,
ENSDARG00000098112,Ligand,
ENSDARG00000044613,Ligand,
ENSDARG00000044612,Ligand,
ENSDARG00000055175,Ligand,
ENSDARG00000056134,Ligand,
ENSDARG00000038424,Ligand,
ENSDARG00000100825,Ligand,
ENSDARG00000015050,Ligand,
ENSDARG00000103979,Ligand,
ENSDARG00000100052,Ligand,
ENSDARG00000100432,Ligand,
ENSDARG00000029822,Ligand,
ENSDARG00000040479,Ligand,
ENSDARG00000099363,Ligand,
ENSDARG00000055607,Ligand,
ENSDARG00000045071,Ligand,
ENSDARG00000079107,Ligand,
ENSDARG00000000472,Ligand,
ENSDARG00000062880,Ligand,
ENSDARG00000026165,Ligand,
ENSDARG00000005762,Ligand,
ENSDARG00000036558,Ligand,
ENSDARG00000012405,Ligand,
ENSDARG00000020007,Ligand,
ENSDARG00000011407,Ligand,
ENSDARG00000055009,Ligand,
ENSDARG00000104110,Ligand,
ENSDARG00000003395,Ligand,
ENSDARG00000002831,Ligand,
ENSDARG00000052063,Ligand,
ENSDARG00000052061,Ligand,
ENSDARG00000012593,Ligand,
ENSDARG00000031678,Ligand,
ENSDARG00000098294,Ligand,
ENSDARG00000074908,Ligand,
ENSDARG00000061436,Ligand,
ENSDARG00000077139,Ligand,
ENSDARG00000069692,Ligand,
ENSDARG00000077403,Ligand,
ENSDARG00000031483,Ligand,
ENSDARG00000024492,Ligand,
ENSDARG00000105274,Ligand,
ENSDARG00000019692,Ligand,
ENSDARG00000010312,Ligand,
ENSDARG00000027657,Ligand,
ENSDARG00000017251,Ligand,
ENSDARG00000042934,Ligand,
ENSDARG00000001971,Ligand,
ENSDARG00000087013,Ligand,
ENSDARG00000093779,Ligand,
ENSDARG00000037116,Ligand,
ENSDARG00000023062,Ligand,
ENSDARG00000012066,Ligand,
ENSDARG00000037062,Ligand,
ENSDARG00000045219,Ligand,
ENSDARG00000076420,Ligand,
ENSDARG00000077725,Ligand,
ENSDARG00000076247,Ligand,
ENSDARG00000020219,Ligand,
ENSDARG00000002336,Ligand,
ENSDARG00000070425,Ligand,
ENSDARG00000053620,Ligand,
ENSDARG00000105239,Ligand,
ENSDARG00000074591,Ligand,
ENSDARG00000060877,Ligand,
ENSDARG00000036912,Ligand,
ENSDARG00000070578,Ligand,
ENSDARG00000086669,Ligand,
ENSDARG00000104210,Ligand,
ENSDARG00000094324,Ligand,
ENSDARG00000018787,Ligand,
ENSDARG00000079740,Ligand,
ENSDARG00000098295,Ligand,
ENSDARG00000090427,Ligand,
ENSDARG00000098625,Ligand,
ENSDARG00000007723,Ligand,
ENSDARG00000020164,Ligand,
ENSDARG00000042277,Ligand,
ENSDARG00000052739,Ligand,
ENSDARG00000104992,Ligand,
ENSDARG00000055163,Ligand,
ENSDARG00000088581,Ligand,
ENSDARG00000036893,Ligand,
ENSDARG00000036041,Ligand,
ENSDARG00000100782,Ligand,
ENSDARG00000029493,Ligand,
ENSDARG00000016429,Ligand,
ENSDARG00000098913,Ligand,
ENSDARG00000105285,Ligand,
ENSDARG00000103311,Ligand,
ENSDARG00000051896,Ligand,
ENSDARG00000020741,Ligand,
ENSDARG00000008969,Ligand,
ENSDARG00000100475,Ligand,
ENSDARG00000069662,Ligand,
ENSDARG00000027957,Ligand,
ENSDARG00000035056,Ligand,
ENSDARG00000040982,Ligand,
ENSDARG00000042233,Ligand,
ENSDARG00000102778,Ligand,
ENSDARG00000043962,Ligand,
ENSDARG00000098663,Ligand,
ENSDARG00000017542,Ligand,
ENSDARG00000086070,Ligand,
ENSDARG00000100846,Ligand,
ENSDARG00000076510,Ligand,
ENSDARG00000045854,Ligand,
ENSDARG00000104348,Ligand,
ENSDARG00000101540,Ligand,
ENSDARG00000105230,Ligand,
ENSDARG00000035377,Ligand,
ENSDARG00000045856,Ligand,
ENSDARG00000059387,Ligand,
ENSDARG00000003399,Ligand,
ENSDARG00000037281,Ligand,
ENSDARG00000057004,Ligand,
ENSDARG00000056624,Ligand,
ENSDARG00000019815,Ligand,
ENSDARG00000010841,Ligand,
ENSDARG00000052846,Ligand,
ENSDARG00000027419,Ligand,
ENSDARG00000091377,Ligand,
ENSDARG00000007804,Ligand,
ENSDARG00000040907,Ligand,
ENSDARG00000095378,Ligand,
ENSDARG00000044924,Ligand,
ENSDARG00000059173,Ligand,
ENSDARG00000002760,Ligand,
ENSDARG00000053479,Ligand,
ENSDARG00000003229,Ligand,
ENSDARG00000103764,Ligand,
ENSDARG00000017294,Ligand,
ENSDARG00000004358,Ligand,
ENSDARG00000032199,Ligand,
ENSDARG00000075403,Ligand,
ENSDARG00000012987,Ligand,
ENSDARG00000104618,Ligand,
ENSDARG00000104068,Ligand,
ENSDARG00000102602,Ligand,
ENSDARG00000036987,Ligand,
ENSDARG00000075121,Ligand,
ENSDARG00000070932,Ligand,
ENSDARG00000075454,Ligand,
ENSDARG00000079076,Ligand,
ENSDARG00000051890,Ligand,
ENSDARG00000098497,Ligand,
ENSDARG00000024746,Ligand,
ENSDARG00000003570,Ligand,
ENSDARG00000040984,Ligand,
ENSDARG00000076564,Ligand,
ENSDARG00000105976,Ligand,
ENSDARG00000094132,Ligand,
ENSDARG00000033307,Ligand,
ENSDARG00000058733,Ligand,
ENSDARG00000078147,Ligand,
ENSDARG00000037859,Ligand,
ENSDARG00000033727,Ligand,
ENSDARG00000102908,Ligand,
ENSDARG00000098700,Ligand,
ENSDARG00000091003,Ligand,
ENSDARG00000104795,Ligand,
ENSDARG00000052433,Ligand,
ENSDARG00000024759,Ligand,
ENSDARG00000103892,Ligand,
ENSDARG00000034610,Ligand,
ENSDARG00000013168,Ligand,
ENSDARG00000014246,Ligand,
ENSDARG00000012896,Ligand,
ENSDARG00000022372,Ligand,
ENSDARG00000007149,Ligand,
ENSDARG00000102277,Ligand,
ENSDARG00000099390,Ligand,
ENSDARG00000022615,Ligand,
ENSDARG00000071462,Ligand,
ENSDARG00000058543,Ligand,
ENSDARG00000101209,Ligand,
ENSDARG00000036279,Ligand,
ENSDARG00000068288,Ligand,
ENSDARG00000093572,Ligand,
ENSDARG00000044059,Ligand,
ENSDARG00000091085,Ligand,
ENSDARG00000076848,Ligand,
ENSDARG00000027322,Ligand,
ENSDARG00000053476,Ligand,
ENSDARG00000098720,Ligand,
ENSDARG00000033604,Ligand,
ENSDARG00000056922,Ligand,
ENSDARG00000035682,Ligand,
ENSDARG00000090649,Ligand,
ENSDARG00000057789,Ligand,
ENSDARG00000030215,Ligand,
ENSDARG00000036036,Ligand,
ENSDARG00000059367,Ligand,
ENSDARG00000090560,Ligand,
ENSDARG00000015349,Ligand,
ENSDARG00000075159,Ligand,
ENSDARG00000042925,Ligand,
ENSDARG00000052437,Ligand,
ENSDARG00000029472,Ligand,
ENSDARG00000100794,Ligand,
ENSDARG00000017676,Ligand,
ENSDARG00000042816,Ligand,
ENSDARG00000103308,Ligand,
ENSDARG00000042947,Ligand,
ENSDARG00000021789,Ligand,
ENSDARG00000076694,Ligand,
ENSDARG00000056181,Ligand,
ENSDARG00000005783,Ligand,
ENSDARG00000076569,Ligand,
ENSDARG00000058961,Ligand,
ENSDARG00000068710,Ligand,
ENSDARG00000075707,Ligand,
ENSDARG00000077710,Ligand,
ENSDARG00000077329,Ligand,
ENSDARG00000104786,Ligand,
ENSDARG00000068144,Ligand,
ENSDARG00000043299,Ligand,
ENSDARG00000078828,Ligand,
ENSDARG00000018721,Ligand,
ENSDARG00000068126,Ligand,
ENSDARG00000036222,Ligand,
ENSDARG00000104314,Ligand,
ENSDARG00000077818,Ligand,
ENSDARG00000079849,Ligand,
ENSDARG00000059043,Ligand,
ENSDARG00000105112,Ligand,
ENSDARG00000102066,Ligand,
ENSDARG00000014973,Ligand,
ENSDARG00000077367,Ligand,
ENSDARG00000057887,Ligand,
ENSDARG00000036299,Ligand,
ENSDARG00000098402,Ligand,
ENSDARG00000063224,Ligand,
ENSDARG00000070694,Ligand,
ENSDARG00000086573,Ligand,
ENSDARG00000054055,Ligand,
ENSDARG00000074185,Ligand,
ENSDARG00000002967,Ligand,
ENSDARG00000098578,Ligand,
ENSDARG00000038139,Ligand,
ENSDARG00000077588,Ligand,
ENSDARG00000077677,Ligand,
ENSDARG00000087798,Ligand,
ENSDARG00000036045,Ligand,
ENSDARG00000076767,Ligand,
ENSDARG00000032780,Ligand,
ENSDARG00000099730,Ligand,
ENSDARG00000099344,Ligand,
ENSDARG00000062707,Ligand,
ENSDARG00000075265,Ligand,
ENSDARG00000104495,Ligand,
ENSDARG00000025024,Ligand,
ENSDARG00000104419,Ligand,
ENSDARG00000031228,Ligand,
ENSDARG00000043135,Ligand,
ENSDARG00000037946,Ligand,
ENSDARG00000038258,Ligand,
ENSDARG00000068261,Ligand,
ENSDARG00000055786,Ligand,
ENSDARG00000004870,Ligand,
ENSDARG00000098729,Ligand,
ENSDARG00000010276,Ligand,
ENSDARG00000031737,Ligand,
ENSDARG00000021113,Ligand,
ENSDARG00000102340,Ligand,
ENSDARG00000053449,Ligand,
ENSDARG00000086859,Ligand,
ENSDARG00000096519,Ligand,
ENSDARG00000101199,Ligand,
ENSDARG00000098969,Ligand,
ENSDARG00000041858,Ligand,
ENSDARG00000012248,Ligand,
ENSDARG00000034013,Ligand,
ENSDARG00000074680,Ligand,
ENSDARG00000101606,Ligand,
ENSDARG00000063436,Ligand,
ENSDARG00000104340,Ligand,
ENSDARG00000079570,Ligand,
ENSDARG00000070081,Ligand,
ENSDARG00000038593,Ligand,
ENSDARG00000104347,Ligand,
ENSDARG00000105023,Ligand,
ENSDARG00000042210,Ligand,
ENSDARG00000011672,Ligand,
ENSDARG00000034300,Ligand,
ENSDARG00000040920,Ligand,
ENSDARG00000036571,Ligand,
ENSDARG00000055373,Ligand,
ENSDARG00000007560,Ligand,
ENSDARG00000062352,Ligand,
ENSDARG00000074414,Ligand,
ENSDARG00000079611,Ligand,
ENSDARG00000024775,Ligand,
ENSDARG00000100308,Ligand,
ENSDARG00000076595,Ligand,
ENSDARG00000058821,Ligand,
ENSDARG00000011533,Ligand,
ENSDARG00000070442,Ligand,
ENSDARG00000042684,Ligand,
ENSDARG00000056795,Ligand,
ENSDARG00000029353,Ligand,
ENSDARG00000058053,Ligand,
ENSDARG00000035521,Ligand,
ENSDARG00000060539,Ligand,
ENSDARG00000019492,Ligand,
ENSDARG00000068567,Ligand,
ENSDARG00000044954,Ligand,
ENSDARG00000004246,Ligand,
ENSDARG00000103435,Ligand,
ENSDARG00000061259,Ligand,
ENSDARG00000102332,Ligand,
ENSDARG00000025465,Ligand,
ENSDARG00000040799,Ligand,
ENSDARG00000043468,Ligand,
ENSDARG00000014490,Ligand,
ENSDARG00000036481,Ligand,
ENSDARG00000078447,Ligand,
ENSDARG00000034718,Ligand,
ENSDARG00000053939,Ligand,
ENSDARG00000041502,Ligand,
ENSDARG00000071879,Ligand,
ENSDARG00000019367,Ligand,
ENSDARG00000074094,Ligand,
ENSDARG00000053709,Ligand,
ENSDARG00000010785,Ligand,
ENSDARG00000073810,Ligand,
ENSDARG00000061226,Ligand,
ENSDARG00000101649,Ligand,
ENSDARG00000021948,Ligand,
ENSDARG00000057241,Ligand,
ENSDARG00000068141,Ligand,
ENSDARG00000091556,Ligand,
ENSDARG00000029432,Ligand,
ENSDARG00000006868,Ligand,
ENSDARG00000033726,Ligand,
ENSDARG00000041435,Ligand,
ENSDARG00000087241,Ligand,
ENSDARG00000014927,Ligand,
ENSDARG00000017105,Ligand,
ENSDARG00000062479,Ligand,
ENSDARG00000009401,Ligand,
ENSDARG00000103542,Ligand,
ENSDARG00000090997,Ligand,
ENSDARG00000069640,Ligand,
ENSDARG00000010008,Ligand,
ENSDARG00000078247,Ligand,
ENSDARG00000055388,Ligand,
ENSDARG00000077231,Ligand,
ENSDARG00000004256,Ligand,
ENSDARG00000094973,Ligand,
ENSDARG00000055554,Ligand,
ENSDARG00000041117,Ligand,
ENSDARG00000058822,Ligand,
ENSDARG00000038990,Ligand,
ENSDARG00000071208,Ligand,
ENSDARG00000104973,Ligand,
ENSDARG00000044827,Ligand,
ENSDARG00000022858,Ligand,
ENSDARG00000035913,Ligand,
ENSDARG00000042130,Ligand,
ENSDARG00000079802,Ligand,
ENSDARG00000015502,Ligand,
ENSDARG00000043213,Ligand,
ENSDARG00000027740,Ligand,
ENSDARG00000062228,Ligand,
ENSDARG00000069027,Ligand,
ENSDARG00000014946,Ligand,
ENSDARG00000012071,Ligand,
ENSDARG00000024030,Ligand,
ENSDARG00000104359,Ligand,
ENSDARG00000022767,Ligand,
ENSDARG00000057437,Ligand,
ENSDARG00000040295,Ligand,
ENSDARG00000055543,Ligand,
ENSDARG00000014763,Ligand,
ENSDARG00000015887,Ligand,
ENSDARG00000017884,Ligand,
ENSDARG00000045632,Ligand,
ENSDARG00000041430,Ligand,
ENSDARG00000018260,Ligand,
ENSDARG00000006544,Ligand,
ENSDARG00000015065,Ligand,
ENSDARG00000034187,Ligand,
ENSDARG00000031427,Ligand,
ENSDARG00000102808,Ligand,
ENSDARG00000070810,Ligand,
ENSDARG00000017490,Ligand,
ENSDARG00000103345,Ligand,
ENSDARG00000058690,Ligand,
ENSDARG00000098161,Ligand,
ENSDARG00000009014,Ligand,
ENSDARG00000076623,Ligand,
ENSDARG00000095901,Ligand,
ENSDARG00000035809,Ligand,
ENSDARG00000069093,Ligand,
ENSDARG00000024847,Ligand,
ENSDARG00000101816,Ligand,
ENSDARG00000095915,Ligand,
ENSDARG00000021720,Ligand,
ENSDARG00000003533,Ligand,
ENSDARG00000073699,Ligand,
ENSDARG00000037845,Ligand,
ENSDARG00000074216,Ligand,
ENSDARG00000093401,Ligand,
ENSDARG00000038191,Ligand,
ENSDARG00000087198,Ligand,
ENSDARG00000094706,Ligand,
ENSDARG00000055100,Ligand,
ENSDARG00000027360,Ligand,
ENSDARG00000014103,Ligand,
ENSDARG00000010791,Ligand,
ENSDARG00000004232,Ligand,
ENSDARG00000100535,Ligand,
ENSDARG00000093413,Ligand,
ENSDARG00000096755,Ligand,
ENSDARG00000059121,Ligand,
ENSDARG00000020811,Ligand,
ENSDARG00000030326,Ligand,
ENSDARG00000031372,Ligand,
ENSDARG00000014675,Ligand,
ENSDARG00000089790,Ligand,
ENSDARG00000074050,Ligand,
ENSDARG00000044029,Ligand,
ENSDARG00000100737,Ligand,
ENSDARG00000094832,Ligand,
ENSDARG00000011463,Ligand,
ENSDARG00000010097,Ligand,
ENSDARG00000102388,Ligand,
ENSDARG00000030932,Ligand,
ENSDARG00000043907,Ligand,
ENSDARG00000062542,Ligand,
ENSDARG00000056633,Ligand,
ENSDARG00000088048,Ligand,
ENSDARG00000042811,Ligand,
ENSDARG00000007356,Ligand,
ENSDARG00000009351,Ligand,
ENSDARG00000039615,Ligand,
ENSDARG00000006526,Ligand,
ENSDARG00000057992,Ligand,
ENSDARG00000093411,Ligand,
ENSDARG00000096760,Ligand,
ENSDARG00000079296,Ligand,
ENSDARG00000073891,Ligand,
ENSDARG00000005510,Ligand,
ENSDARG00000039959,Ligand,
ENSDARG00000018174,Ligand,
ENSDARG00000002696,Ligand,
ENSDARG00000103826,Ligand,
ENSDARG00000090720,Ligand,
ENSDARG00000103019,Ligand,
ENSDARG00000031246,Ligand,
ENSDARG00000045544,Ligand,
ENSDARG00000005651,Ligand,
ENSDARG00000010478,Ligand,
ENSDARG00000058058,Ligand,
ENSDARG00000018643,Ligand,
ENSDARG00000058815,Ligand,
ENSDARG00000054542,Ligand,
ENSDARG00000078387,Ligand,
ENSDARG00000012671,Ligand,
ENSDARG00000040777,Ligand,
ENSDARG00000035350,Ligand,
ENSDARG00000030289,Ligand,
ENSDARG00000021389,Ligand,
ENSDARG00000004932,Ligand,
ENSDARG00000015025,Ligand,
ENSDARG00000045524,Ligand,
ENSDARG00000059369,Ligand,
ENSDARG00000019920,Ligand,
ENSDARG00000037805,Ligand,
ENSDARG00000090486,Ligand,
ENSDARG00000087697,Ligand,
ENSDARG00000097768,Ligand,
ENSDARG00000020708,Ligand,
ENSDARG00000045803,Ligand,
ENSDARG00000040306,Ligand,
ENSDARG00000069133,Ligand,
ENSDARG00000100321,Ligand,
ENSDARG00000007220,Ligand,
ENSDARG00000100128,Ligand,
ENSDARG00000014050,Ligand,
ENSDARG00000103129,Ligand,
ENSDARG00000009471,Ligand,
ENSDARG00000079251,Ligand,
ENSDARG00000062376,Ligand,
ENSDARG00000077167,Ligand,
ENSDARG00000086585,Ligand,
ENSDARG00000022531,Ligand,
ENSDARG00000073713,Ligand,
ENSDARG00000036291,Ligand,
ENSDARG00000033447,Ligand,
ENSDARG00000092834,Ligand,
ENSDARG00000092546,Ligand,
ENSDARG00000055505,Ligand,
ENSDARG00000086778,Ligand,
ENSDARG00000004869,Ligand,
ENSDARG00000099860,Ligand,
ENSDARG00000039145,Ligand,
ENSDARG00000024189,Ligand,
ENSDARG00000069307,Ligand,
ENSDARG00000018744,Ligand,
ENSDARG00000093079,Ligand,
ENSDARG00000102114,Ligand,
ENSDARG00000004539,Ligand,
ENSDARG00000071070,Ligand,
ENSDARG00000035832,Ligand,
ENSDARG00000090118,Ligand,
ENSDARG00000059163,Ligand,
ENSDARG00000079323,Ligand,
ENSDARG00000078902,Ligand,
ENSDARG00000102690,Ligand,
ENSDARG00000044601,Ligand,
ENSDARG00000019235,Ligand,
ENSDARG00000017369,Ligand,
ENSDARG00000011163,Ligand,
ENSDARG00000077103,Ligand,
ENSDARG00000076104,Ligand,
ENSDARG00000052997,Ligand,
ENSDARG00000088143,Ligand,
ENSDARG00000057678,Ligand,
ENSDARG00000038867,Ligand,
ENSDARG00000099446,Ligand,
ENSDARG00000012467,Ligand,
ENSDARG00000002732,Ligand,
ENSDARG00000034895,Ligand,
ENSDARG00000027087,Ligand,
ENSDARG00000070157,Ligand,
ENSDARG00000058492,Ligand,
ENSDARG00000103775,Ligand,
ENSDARG00000060410,Ligand,
ENSDARG00000075261,Ligand,
ENSDARG00000058068,Ligand,
ENSDARG00000036082,Ligand,
ENSDARG00000099690,Ligand,
ENSDARG00000078201,Ligand,
ENSDARG00000034700,Ligand,
ENSDARG00000092480,Ligand,
ENSDARG00000044501,Ligand,
ENSDARG00000079443,Ligand,
ENSDARG00000053831,Ligand,
ENSDARG00000014796,Ligand,
ENSDARG00000040159,Ligand,
ENSDARG00000002483,Ligand,
ENSDARG00000071107,Ligand,
ENSDARG00000042129,Ligand,
ENSDARG00000053468,Ligand,
ENSDARG00000098596,Ligand,
ENSDARG00000100095,Ligand,
ENSDARG00000075016,Ligand,
ENSDARG00000060345,Ligand,
ENSDARG00000071168,Ligand,
ENSDARG00000103679,Ligand,
ENSDARG00000088878,Ligand,
ENSDARG00000076290,Ligand,
ENSDARG00000074639,Ligand,
ENSDARG00000038185,Ligand,
ENSDARG00000102514,Ligand,
ENSDARG00000099985,Ligand,
ENSDARG00000045453,Ligand,
ENSDARG00000037677,Ligand,
ENSDARG00000029546,Ligand,
ENSDARG00000101415,Ligand,
ENSDARG00000020785,Ligand,
ENSDARG00000040528,Ligand,
ENSDARG00000034667,Ligand,
ENSDARG00000078738,Ligand,
ENSDARG00000087100,Ligand,
ENSDARG00000012588,Ligand,
ENSDARG00000090822,Ligand,
ENSDARG00000042545,Ligand,
ENSDARG00000067801,Ligand,
ENSDARG00000020084,Ligand,
ENSDARG00000090768,Ligand,
ENSDARG00000093159,Ligand,
ENSDARG00000101138,Ligand,
ENSDARG00000035422,Ligand,
ENSDARG00000069504,Ligand,
ENSDARG00000030598,Ligand,
ENSDARG00000037378,Ligand,
ENSDARG00000013607,Ligand,
ENSDARG00000102234,Ligand,
ENSDARG00000016908,Ligand,
ENSDARG00000095747,Ligand,
ENSDARG00000027183,Ligand,
ENSDARG00000040190,Ligand,
ENSDARG00000039828,Ligand,
ENSDARG00000092423,Ligand,
ENSDARG00000070917,Ligand,
ENSDARG00000075343,Ligand,
ENSDARG00000068263,Ligand,
ENSDARG00000037545,Receptor,
ENSDARG00000086493,Receptor,
ENSDARG00000039373,Receptor,
ENSDARG00000032435,Receptor,
ENSDARG00000053232,Receptor,
ENSDARG00000059906,Receptor,
ENSDARG00000006353,Receptor,
ENSDARG00000006314,Receptor,
ENSDARG00000052094,Receptor,
ENSDARG00000037917,Receptor,
ENSDARG00000069946,Receptor,
ENSDARG00000012942,Receptor,
ENSDARG00000105201,Receptor,
ENSDARG00000028878,Receptor,
ENSDARG00000012353,Receptor,
ENSDARG00000002912,Receptor,
ENSDARG00000101849,Receptor,
ENSDARG00000028845,Receptor,
ENSDARG00000011473,Receptor,
ENSDARG00000036616,Receptor,
ENSDARG00000087020,Receptor,
ENSDARG00000018259,Receptor,
ENSDARG00000098764,Receptor,
ENSDARG00000021369,Receptor,
ENSDARG00000015515,Receptor,
ENSDARG00000031348,Receptor,
ENSDARG00000100562,Receptor,
ENSDARG00000045443,Receptor,
ENSDARG00000035552,Receptor,
ENSDARG00000102506,Receptor,
ENSDARG00000011948,Receptor,
ENSDARG00000057273,Receptor,
ENSDARG00000014986,Receptor,
ENSDARG00000013847,Receptor,
ENSDARG00000028663,Receptor,
ENSDARG00000004105,Receptor,
ENSDARG00000007370,Receptor,
ENSDARG00000016939,Receptor,
ENSDARG00000029476,Receptor,
ENSDARG00000100143,Receptor,
ENSDARG00000070074,Receptor,
ENSDARG00000099291,Receptor,
ENSDARG00000070961,Receptor,
ENSDARG00000070724,Receptor,
ENSDARG00000029146,Receptor,
ENSDARG00000006921,Receptor,
ENSDARG00000101557,Receptor,
ENSDARG00000013892,Receptor,
ENSDARG00000006257,Receptor,
ENSDARG00000103747,Receptor,
ENSDARG00000009087,Receptor,
ENSDARG00000090585,Receptor,
ENSDARG00000103284,Receptor,
ENSDARG00000089223,Receptor,
ENSDARG00000075975,Receptor,
ENSDARG00000001807,Receptor,
ENSDARG00000006202,Receptor,
ENSDARG00000071298,Receptor,
ENSDARG00000034262,Receptor,
ENSDARG00000039936,Receptor,
ENSDARG00000087704,Receptor,
ENSDARG00000055305,Receptor,
ENSDARG00000062164,Receptor,
ENSDARG00000017320,Receptor,
ENSDARG00000020237,Receptor,
ENSDARG00000054949,Receptor,
ENSDARG00000004796,Receptor,
ENSDARG00000077240,Receptor,
ENSDARG00000077372,Receptor,
ENSDARG00000006396,Receptor,
ENSDARG00000078523,Receptor,
ENSDARG00000035820,Receptor,
ENSDARG00000059897,Receptor,
ENSDARG00000056252,Receptor,
ENSDARG00000037758,Receptor,
ENSDARG00000075671,Receptor,
ENSDARG00000104700,Receptor,
ENSDARG00000044422,Receptor,
ENSDARG00000018179,Receptor,
ENSDARG00000019728,Receptor,
ENSDARG00000102742,Receptor,
ENSDARG00000011941,Receptor,
ENSDARG00000088795,Receptor,
ENSDARG00000030494,Receptor,
ENSDARG00000026294,Receptor,
ENSDARG00000074434,Receptor,
ENSDARG00000078227,Receptor,
ENSDARG00000029219,Receptor,
ENSDARG00000087814,Receptor,
ENSDARG00000031749,Receptor,
ENSDARG00000079009,Receptor,
ENSDARG00000043141,Receptor,
ENSDARG00000008398,Receptor,
ENSDARG00000102968,Receptor,
ENSDARG00000003989,Receptor,
ENSDARG00000043586,Receptor,
ENSDARG00000031712,Receptor,
ENSDARG00000040156,Receptor,
ENSDARG00000102067,Receptor,
ENSDARG00000100267,Receptor,
ENSDARG00000021794,Receptor,
ENSDARG00000018228,Receptor,
ENSDARG00000086091,Receptor,
ENSDARG00000059798,Receptor,
ENSDARG00000060085,Receptor,
ENSDARG00000069953,Receptor,
ENSDARG00000013963,Receptor,
ENSDARG00000075164,Receptor,
ENSDARG00000031698,Receptor,
ENSDARG00000039434,Receptor,
ENSDARG00000060875,Receptor,
ENSDARG00000090398,Receptor,
ENSDARG00000043527,Receptor,
ENSDARG00000006678,Receptor,
ENSDARG00000001769,Receptor,
ENSDARG00000034588,Receptor,
ENSDARG00000096787,Receptor,
ENSDARG00000098291,Receptor,
ENSDARG00000070504,Receptor,
ENSDARG00000018687,Receptor,
ENSDARG00000077285,Receptor,
ENSDARG00000037195,Receptor,
ENSDARG00000052089,Receptor,
ENSDARG00000076824,Receptor,
ENSDARG00000087474,Receptor,
ENSDARG00000007358,Receptor,
ENSDARG00000041959,Receptor,
ENSDARG00000071494,Receptor,
ENSDARG00000026081,Receptor,
ENSDARG00000005108,Receptor,
ENSDARG00000042259,Receptor,
ENSDARG00000034541,Receptor,
ENSDARG00000062974,Receptor,
ENSDARG00000043317,Receptor,
ENSDARG00000045685,Receptor,
ENSDARG00000058969,Receptor,
ENSDARG00000102153,Receptor,
ENSDARG00000045006,Receptor,
ENSDARG00000089892,Receptor,
ENSDARG00000015472,Receptor,
ENSDARG00000017321,Receptor,
ENSDARG00000032639,Receptor,
ENSDARG00000100693,Receptor,
ENSDARG00000104453,Receptor,
ENSDARG00000074316,Receptor,
ENSDARG00000036086,Receptor,
ENSDARG00000102260,Receptor,
ENSDARG00000002507,Receptor,
ENSDARG00000104023,Receptor,
ENSDARG00000004392,Receptor,
ENSDARG00000000241,Receptor,
ENSDARG00000062377,Receptor,
ENSDARG00000016570,Receptor,
ENSDARG00000054771,Receptor,
ENSDARG00000004586,Receptor,
ENSDARG00000058692,Receptor,
ENSDARG00000025420,Receptor,
ENSDARG00000104874,Receptor,
ENSDARG00000058179,Receptor,
ENSDARG00000070903,Receptor,
ENSDARG00000074335,Receptor,
ENSDARG00000061328,Receptor,
ENSDARG00000060397,Receptor,
ENSDARG00000095859,Receptor,
